      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.39      0.39      0.39      0.39      0.39      0.39      0.39      0.39      0.39      0.6      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.38      0.6      0.6      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.6      0.38      0.38      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.7      0.7      0.7      0.7      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.38      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.38      0.38      0.38      0.38      0.6      0.38      0.6      0.6      0.38      0.38      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.6      0.6      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.6      0.6      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.7      0.7      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.38      0.38      0.38      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.38      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.38      0.38      0.6      0.6      0.38      0.6      0.6      0.38      0.38      0.38      0.6      0.38      0.38      0.38      0.38      0.38      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.38      0.37      0.37      0.37      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.38      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.37      0.37      0.37      0.37      0.37      0.37      0.6      0.37      0.37      0.6      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.6      0.6      0.6      0.6      0.6      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.6      0.6      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.6      0.6      0.6      0.6      0.6      0.36
      0.37      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.6      0.6      0.37      0.37      0.37      0.37      0.6      0.6      0.6      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37
      0.36      0.37      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.6      0.37      0.37      0.37      0.6      0.6      0.6      0.6      0.6      0.7      0.7      0.7      0.7      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.36
