-9999,-9999,-9999,0.000400098,0.000397143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000418034,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000384666,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000389586,-9999,-9999
0.000393029,0.000392523,-9999,-9999,0.000385741,-9999,0.000389676,0.000397771,0.000391343,0.000392817,0.000399876,0.000384955,0.000386325,0.000388733,-9999,-9999,0.000394731,-9999,-9999,-9999,-9999,0.000387068,0.000395217,-9999,-9999,-9999,-9999,-9999,0.000393594,0.000392207,0.000394307,-9999,-9999,-9999,-9999,-9999,-9999,0.000391259,-9999,-9999,0.000389045,0.000394121,-9999,-9999,0.000401071,0.000405734,0.00039811,-9999,0.000385867,-9999,0.00040208,-9999,0.000387765,0.000390986,0.000383949,-9999,0.000389692,-9999,0.000401978,-9999,0.00039706,0.000394036,0.000380117,-9999,-9999,0.000404096,0.000393403,0.000385501,-9999,-9999,-9999,0.0004084,0.000396064,-9999,0.000391784,-9999,-9999,0.00038389,0.000386493,-9999,-9999,0.000393437,-9999,-9999,0.000392376,0.000389199,0.000386245,0.00038764,-9999,0.000386776,0.000383589,-9999,0.000384809,0.000384116,0.000394144,0.000378803,0.000391281,0.000382919,-9999,0.00039662,-9999,-9999,0.000393706,-9999,0.0003941,-9999,0.000385748,-9999,-9999,0.000398786,0.000393,0.00038673,0.000386513,-9999,0.000389697,-9999,0.000390011,0.000396074,0.000377647,0.00039408,0.000387268,0.000383314,-9999,0.000384272,0.000392005,0.000392369,0.000382818,0.000391181,0.00038265,-9999,0.000384733,0.000391735,0.000395774,-9999,0.000377942,0.000387111,-9999,0.000392203,0.0003862,-9999,0.00038907,-9999,-9999,0.000385384
0.000391446,-9999,-9999,0.000392819,0.00039324,0.000388579,0.000394843,0.000387806,0.000392184,0.000390159,0.000395663,0.000396081,0.000394209,0.000392119,0.000397055,0.000390228,0.000392908,0.000399431,-9999,0.000389231,0.000391208,0.000382516,0.000388457,0.000397542,0.000390392,0.000387491,0.000388232,-9999,0.000392026,0.000400076,0.000390452,-9999,-9999,0.000387432,0.000391581,0.000392845,0.000389434,0.000389391,0.000390876,0.000393984,0.000392384,0.000395689,0.000386489,0.000386432,0.000389408,0.000394776,0.000380152,0.000383934,-9999,0.000390606,0.000394744,0.000391229,0.000382265,0.000399341,-9999,0.000388529,0.000395981,0.0003896,-9999,0.000396436,0.000393297,0.000394473,0.000389158,0.000394348,-9999,0.00039308,0.000389861,0.000386212,0.000387442,-9999,-9999,-9999,0.000380363,-9999,-9999,0.000391362,0.000387914,0.000390114,-9999,0.000392517,0.000390332,0.000401098,0.00038861,0.00039148,0.000386293,0.000380405,0.00040339,0.000384997,0.000386605,0.000378687,-9999,0.000393062,0.000387396,0.000384263,-9999,0.000390235,0.000386029,-9999,-9999,0.00038268,0.000380979,0.000380099,0.00040177,0.00038534,0.000387092,0.000390521,0.000383632,0.000389678,-9999,0.00038845,-9999,-9999,-9999,0.000384464,-9999,0.000395125,0.000385223,0.00038637,0.000392357,-9999,0.000382894,0.000391154,0.000396963,0.000384457,0.000385048,0.000392683,0.000391272,-9999,0.000390681,0.000394659,0.00038939,-9999,0.000393827,0.000395073,0.000394346,0.000388728,0.000389678,0.000395876,0.000399032,0.000388848,0.00038436,0.000396063,0.000388516,0.000390198
0.00039424,0.000398996,0.000405363,0.000396039,0.000389672,0.00039798,0.000387893,0.000389234,0.000389833,0.000389412,0.000384705,0.000398764,0.000392316,0.000391828,0.000384375,0.000383353,0.000399724,0.000388825,0.000396507,0.000397737,0.000387828,0.000397239,0.000391707,0.000393381,0.000386724,0.000392416,0.000393055,0.000395631,0.00039852,0.00038863,0.000390955,0.000393349,0.00039043,0.000395357,0.000390951,0.000391473,0.000388958,0.000392115,0.000393191,0.000396563,-9999,0.000402762,0.000392665,0.00039982,-9999,-9999,0.000395274,-9999,0.000391197,0.000391182,0.000386099,0.000397044,0.000390344,0.000393616,0.000390323,0.00039444,0.000382342,0.000390678,0.000386841,0.000388388,0.000386413,0.00039287,0.000393969,0.00039241,0.000394235,0.0003912,0.000392065,0.000393075,0.000391384,0.000381271,0.000391216,0.000388171,0.000389225,0.00039505,-9999,0.000390402,0.000398525,0.000386361,0.000392368,0.000385361,0.000392507,0.00038851,0.000393179,0.00039514,0.000391246,0.000389448,0.000387242,0.000389162,0.000394635,0.000391677,-9999,0.000385928,0.0004041,0.000391984,0.000395756,0.000388325,-9999,0.000390269,0.000386673,0.000393989,0.000392805,-9999,0.000388917,0.000395776,0.00039528,0.000388296,0.000387387,0.000391263,0.00039057,0.000387851,0.000389152,0.000387984,0.00038812,0.00039025,0.000392432,0.00039106,0.000391532,0.000391162,0.000389228,-9999,0.000390202,0.000388756,0.000391721,0.000391536,0.000392625,0.000389063,0.000389436,0.000392657,0.000388491,0.000396122,0.000391055,0.000395505,0.00039172,0.000391515,0.00039299,0.000393635,0.000392141,0.000390571,0.000396313,0.000396507,0.000395847,0.000390433,0.000391264,0.000394757
0.000392259,0.000390238,0.00039154,0.000390262,-9999,0.000391129,0.000388155,0.000392571,0.000392404,0.000392303,0.000395838,0.000397297,0.000392071,0.000394167,0.000391987,0.000385392,0.000394093,0.000392444,0.000389858,0.000393,0.000393913,0.000392954,0.000391993,0.000389881,0.000397669,0.000391823,0.000393728,0.000392583,0.000396449,0.000401797,0.000392723,0.000392993,0.000399938,0.000390669,0.000393589,0.000401583,0.000393815,0.000389297,0.00039631,0.000384043,0.000391837,0.000390732,0.000401044,0.000399302,0.00038775,0.000394801,0.000393686,0.000395588,-9999,0.000401696,0.00039289,0.000386431,0.000395528,0.000391422,0.000389934,0.000403474,0.000393673,0.000391927,0.000392035,0.000392918,0.000392401,0.000392126,0.000398755,0.000391029,0.000398367,0.000391805,0.000394342,0.000390643,0.000392931,0.000393392,0.0003937,0.000398257,0.00039318,0.000395444,0.000392376,-9999,0.000398375,0.000396831,0.000392399,0.000392602,0.000389109,0.000391372,0.000388313,0.000392619,0.000392161,0.0003919,0.000396742,0.000391261,0.000391919,0.000393454,0.000391223,0.000390984,0.000395884,0.00038936,0.000392745,-9999,0.000391451,0.000392365,0.000391915,0.000388799,0.000390175,0.000390174,0.000396532,0.000396058,0.000389549,0.000389714,0.00038975,0.000391063,0.000395743,0.000399819,0.000392113,0.000394472,0.000392522,0.000392165,0.000397258,0.000394046,0.000390527,0.000394515,0.000395253,0.000392798,0.000393337,0.000399651,0.000391966,0.000391224,0.000391646,0.000396111,0.000392039,0.00039572,0.000394364,0.000387652,0.000404433,0.000397777,0.000389649,0.000395373,0.000390368,0.000393257,0.000393656,0.000397205,0.000396872,0.00039102,0.000392932,0.000394243,0.000393806,0.000384201
0.000391826,0.000393143,0.000392369,0.000390063,0.000394708,0.000392143,0.000394573,0.000399186,0.000395361,0.000395004,0.000392594,0.000394457,0.000391145,0.000392202,0.00039047,0.000392821,0.000390439,0.000389965,0.000388603,0.000393952,0.00039273,0.000390704,0.000392352,0.000391653,0.000389156,0.000396424,0.000393035,0.000391741,0.000391431,0.000399447,0.000397959,0.00039267,0.000388395,0.000394118,0.000403088,0.000390947,-9999,0.000399274,0.000391567,0.00039379,0.000397672,0.000391485,0.000398732,0.000398266,0.000394945,0.000399018,0.000396919,0.000399545,0.000402077,0.000394728,0.000392445,0.000403287,0.00039866,0.000397699,0.000394787,0.000398672,0.000399398,0.00039449,0.000395806,0.000399709,0.000394442,0.0003958,0.000388842,0.000391945,0.000391855,0.000398323,0.000391971,0.000392739,0.000389283,0.000394092,0.000393494,0.000393395,-9999,0.000392204,-9999,-9999,0.000395578,0.000393618,0.000395093,0.000393815,0.000395493,0.000395892,-9999,0.000389936,0.000394139,0.000389074,0.000393916,0.000394232,0.000388147,0.000392925,0.000393383,0.000392169,0.00039427,0.000396186,0.000392286,0.000389657,0.000391597,0.000395621,0.000394695,0.000391271,0.000398292,0.000395267,0.000394031,0.000394845,0.000393264,0.000396079,0.000394963,0.000392704,0.000392719,0.000392474,0.000393579,0.000393265,0.000393172,0.000393425,0.000399571,-9999,0.000390699,0.000397522,0.000397416,0.000399996,0.000405143,0.00039826,0.000393698,0.000396932,0.000400129,0.00039501,0.000395792,0.000395881,0.000399254,0.000397494,0.000397341,0.00039656,0.000395791,0.000395527,0.000393171,0.000394225,0.000396919,0.000393123,0.000396173,0.000399606,0.000395306,0.000393524,0.000394663,0.000394374
0.000394268,0.000396177,0.000393722,0.000392778,0.000394893,0.000401987,0.000395992,0.000390882,0.000391783,0.00039456,0.000394838,0.000393336,0.000392789,0.000389896,0.000395307,0.000390035,0.000390235,0.000390932,0.000390752,0.000390527,0.000391882,0.000390493,0.000389963,0.000393735,0.000396905,0.000389822,0.000391586,0.00039155,0.000392167,0.000393164,0.000392314,0.000393583,0.000393291,0.000393086,0.00040353,0.000389472,0.000405012,0.000398116,0.000395173,0.000394829,0.000403515,0.000399068,0.000392967,0.000394905,0.000396349,0.000416357,0.000397169,0.000398754,0.000402712,0.000399224,0.000392427,0.000397947,0.000410279,0.000410325,0.000407136,0.000408783,0.000395775,0.000402987,0.000394593,0.000399536,0.000393339,0.000395163,0.000401767,0.000395619,0.000394147,0.000393186,0.000392352,0.000397527,0.000396495,0.000394605,0.000396161,0.000390472,0.00039859,0.000393835,0.000394229,-9999,-9999,0.000392844,0.000394564,0.000393031,0.000394661,0.000392789,0.000393547,0.000394727,0.000396198,0.00039618,0.000395754,0.000396321,0.000398527,0.000393174,0.000400061,0.000395766,0.000397867,0.000396018,0.000392973,0.000394883,-9999,0.000397848,0.000395187,0.000396991,0.000392735,0.000399377,0.000397493,0.000395754,0.000398982,0.000398494,0.000393779,0.000396,0.000398637,0.000397128,0.000395054,0.000397636,0.000399946,0.000390273,0.000395129,0.000390717,0.000395992,0.00040576,0.00041278,0.000394335,0.000394141,0.000399617,0.000399525,0.000398772,0.000394484,0.00040085,0.000397713,0.000399102,0.000396347,0.000399231,0.000394842,0.000396732,0.000395917,0.000396197,0.000394453,0.000397346,0.000391959,0.000391905,0.000393607,0.000394151,0.000397903,0.000394451,0.00039527,0.000396665
0.000394988,0.000398452,0.000395386,0.000392808,0.000394074,0.000392121,0.000394442,0.000390596,0.000400516,0.000392353,0.000394198,0.000396987,0.000386311,0.000390282,0.000393407,0.000388765,0.000389807,0.000390472,0.000390354,0.000395047,0.000388685,0.000392297,0.000390814,0.000388981,0.000390294,0.000394693,0.000390864,0.000391162,0.000389775,0.000394927,0.000387715,0.000393622,0.000392325,0.000398563,0.000396973,0.000399146,0.000396297,0.000401315,0.000392706,0.000401329,0.000398509,-9999,0.000401499,0.000399786,0.000400939,0.000405756,0.000404548,0.000405008,0.000399684,0.000401029,0.00040283,0.000400636,0.000398766,0.00040358,0.000410866,-9999,0.00040636,0.000415625,0.000392991,0.000396342,0.000396958,0.000404901,0.000391481,0.000395674,0.000388003,0.000392484,0.000392044,0.000392588,0.000393848,0.000394533,0.000391945,0.000392457,0.000397853,0.000392278,0.000395037,-9999,0.000394077,-9999,0.000386228,0.000393822,0.000391687,-9999,0.000400955,0.000394903,0.000395818,0.000385945,0.000398229,0.000399689,0.000396265,0.000394785,0.000401796,0.000397958,0.000393752,0.000399276,-9999,0.000388748,0.000396007,0.000393445,0.000394163,0.000403301,0.000398597,0.000393536,0.00039211,0.000399709,0.000400412,0.00039406,0.000399225,0.000395785,0.000392272,0.000396537,0.000396807,0.000395541,0.000398649,0.000395257,0.000392098,0.000397404,0.000392115,0.00039161,0.00039581,0.000401315,0.000399378,0.000393361,0.000396455,0.000398454,0.000395314,0.000397027,0.000399564,0.000394006,0.000397682,0.000396055,0.000398966,0.000397319,0.000398499,0.000397431,0.000397793,0.000398572,0.000395485,0.000396968,0.000394552,0.000396453,0.000396029,0.000391108,0.000392729,0.000397362
0.000401295,0.00039842,0.000392784,0.000395485,0.000397017,0.000393968,0.00038794,0.000394623,0.000396386,0.000393655,0.000393796,0.000394548,0.000397024,0.000392676,-9999,0.000394639,0.000396189,0.000394511,0.000388362,0.000393006,0.000390378,0.00039119,0.000393378,0.000391788,0.000396303,0.000387685,0.000393748,0.000396082,0.000392555,0.00039308,0.000393922,0.00039515,0.000400337,0.000393337,0.000395285,0.00039445,0.000396755,0.000400044,0.000397631,0.000398169,0.000398328,0.000400253,0.000398284,0.000406019,0.00040186,0.00040493,0.000407354,0.000398763,0.000401532,0.000397302,0.000404265,0.000399723,-9999,0.000407131,-9999,0.000411492,0.000400157,0.000401439,0.000395011,0.000396515,0.000395196,0.000394458,0.000393493,0.00039587,0.000394836,0.000392502,0.000391519,0.000396599,-9999,0.000394047,-9999,0.000402108,0.000386088,0.000392839,0.000397662,0.000398064,-9999,-9999,-9999,0.000396579,0.000391629,0.000394867,0.000398421,-9999,0.000394978,-9999,0.000400306,0.00039593,0.000393535,0.000402922,0.000396878,-9999,0.000397086,0.000406228,0.000399936,0.000396637,0.000399227,0.000401979,0.000403201,0.000401644,0.000396932,0.000400525,0.000398245,0.000396314,0.000398798,0.00039785,0.000393643,0.000399016,0.000392778,0.000396267,0.000395005,0.000398674,0.000400194,0.000399145,0.000397721,0.000390126,0.0003932,0.000398132,0.000398334,0.0003972,0.000398289,0.000398473,0.000401995,0.000398766,0.000399887,0.000398977,0.000395956,0.000399905,0.000395475,0.000398913,0.000399848,0.0004028,0.000396744,0.000399522,0.000396846,0.000393132,0.000398509,0.000397295,0.000399209,0.000402872,0.000397453,0.000400925,0.000389979,0.000400193
0.000397407,0.000397935,0.000396612,0.000397923,0.000394996,0.000399044,0.000400933,0.000395162,0.000395094,0.000391603,0.000393578,0.000393152,0.000389812,0.000389391,0.000398052,0.000393696,0.000389763,0.000395229,0.000394029,0.000394009,0.000390295,0.000394302,0.000395459,0.000394735,0.000394788,0.000393,0.000392663,0.000393361,0.000390272,0.000391802,0.000396634,0.000395503,0.000399567,0.000392879,0.000394459,0.000400372,0.000401871,0.000399568,0.000402464,0.000396533,0.000401331,0.000400304,0.000396346,0.000396269,0.000401785,0.000406667,0.000407795,0.000404028,0.000400535,0.000396304,0.000397672,0.000386907,0.000396312,0.000398048,0.000411962,0.000427979,0.000409461,-9999,-9999,0.000406104,0.000389394,0.00038792,0.000395293,0.000397302,0.00039352,0.000394427,0.000389906,0.000398109,0.000408932,0.000389667,0.000398981,0.000388314,0.000393021,0.000393086,-9999,-9999,0.000401646,0.000399368,-9999,0.000400331,0.000394644,0.000398037,0.000398845,0.000394604,0.000407452,-9999,-9999,0.000397042,0.000403329,0.000398421,0.000398023,0.000393646,0.000401188,0.000398135,0.000400911,0.000399524,0.000399845,0.00039929,0.000397696,0.000400661,0.000397859,0.000397156,0.000392422,0.000397872,0.000399557,0.000399631,0.000400741,0.000400367,0.000397514,0.000397479,0.000401517,0.000397048,0.000397179,0.000398841,0.000394398,0.000393904,0.000399607,0.000396849,0.000396594,0.000395513,0.000396368,0.000396906,0.000401695,0.000397538,0.000397813,0.000402796,0.000395138,0.000400795,0.000399078,0.000397456,0.000400946,0.000401538,0.000396532,0.00040009,0.000396238,0.000411249,0.000403702,0.000394972,0.000399922,0.000402004,0.000395826,0.000399524,0.000399518,0.000396614
