      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.52      0.48      0.48      0.48      0.48      0.48      0.48      0.48      0.48      0.48      0.51      0.6      0.65      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.66      0.61      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.55      0.51      0.53      0.6      0.6      0.52      0.42      0.39      0.39      0.39      0.39      0.39      0.39      0.45      0.43      0.39      0.44      0.64      0.69      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.69      0.66      0.66      0.61      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.62      0.64      0.64      0.64      0.64      0.61      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.52      0.51      0.56      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.57      0.54      0.54      0.54      0.54      0.54      0.48      0.41      0.44      0.6      0.6      0.42      0.38      0.41      0.44      0.44      0.44      0.44      0.44      0.54      0.52      0.42      0.44      0.67      0.67      0.69      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.67      0.6      0.6      0.55      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.57      0.61      0.61      0.61      0.61      0.56      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.54      0.57      0.63      0.62      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.59      0.54      0.4      0.38      0.47      0.57      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.56      0.54      0.56      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.58      0.49      0.38      0.38      0.41      0.41      0.39      0.51      0.52      0.45      0.57      0.57      0.41      0.4      0.5      0.57      0.57      0.57      0.57      0.57      0.59      0.6      0.53      0.45      0.6      0.6      0.67      0.69      0.69      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.67      0.57      0.57      0.41      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.49      0.69      0.68      0.61      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.58      0.57      0.57      0.57      0.54      0.38      0.38      0.38      0.38      0.46      0.57      0.57      0.57      0.57      0.57      0.57      0.57      0.58      0.6      0.6      0.6      0.47      0.41      0.48      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.47      0.38      0.38      0.41      0.59      0.59      0.44      0.51      0.6      0.54      0.39      0.39      0.38      0.53      0.48      0.39      0.39      0.39      0.39      0.39      0.53      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.65      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.62      0.38      0.38      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.38      0.37      0.37      0.37      0.46      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.44      0.39      0.39      0.39      0.38      0.38      0.38      0.38      0.38      0.38      0.39      0.39      0.39      0.39      0.39      0.39      0.39      0.44      0.6      0.6      0.6      0.6      0.59      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6
      0.4      0.4      0.4      0.4      0.4      0.4      0.4      0.41      0.41      0.41      0.41      0.41      0.41      0.43      0.59      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.6      0.58      0.56      0.5      0.38      0.41      0.41      0.38      0.39      0.41      0.45      0.54      0.38      0.37      0.53      0.48      0.37      0.37      0.37      0.37      0.37      0.4      0.41      0.48      0.6      0.6      0.6      0.6      0.6      0.65      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.59      0.4      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.45      0.6      0.58      0.42      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.38      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.38      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.41      0.42      0.58      0.6      0.6      0.6      0.6      0.57      0.4
      0.37      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.38      0.44      0.44      0.44      0.44      0.44      0.44      0.44      0.44      0.44      0.44      0.44      0.42      0.37      0.37      0.37      0.37      0.37      0.37      0.39      0.43      0.37      0.37      0.42      0.4      0.37      0.37      0.38      0.52      0.53      0.42      0.37      0.4      0.44      0.45      0.59      0.6      0.6      0.65      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.7      0.67      0.47      0.47      0.47      0.47      0.42      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.36      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.4      0.44      0.44      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.37      0.44      0.44      0.44      0.44      0.44      0.43      0.37
